program_id,parent_program_id,short_title,title,long_title,variants,school_id,diploma,field,city
P1780,P1779,CPGE Finance — EN,CPGE Finance — EN,,"{""language"": ""EN""}",S30,CPGE,Finance,Rennes
P1163,P1160,DN MADE Finance — Excellence,DN MADE Finance — Excellence,,"{""track"": ""excellence""}",S32,DN MADE,Finance,Toulouse
P1611,P1610,CPGE Génie Civil — en / Alternance / C,CPGE Génie Civil — en / Alternance / Cyber,,"{""language"": ""en"", ""apprenticeship"": ""oui"", ""track"": ""cyber""}",S28,CPGE,Génie Civil,Toulouse
P1825,P1821,BUT Informatique — anglais,BUT Informatique — anglais,,"{""language"": ""anglais""}",S26,BUT,Informatique,Lille
P1425,P1422,MSc Finance — IT / Excellence,MSc Finance — IT / Excellence,,"{""language"": ""IT"", ""track"": ""excellence""}",S19,MSc,Finance,Lille
P1223,,CPGE Langues,CPGE Langues,,,S12,CPGE,Langues,Lille
P1335,P1334,MBA Cinéma — EN / Alternance,MBA Cinéma — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": ""oui""}",S11,MBA,Cinéma,Toulouse
P1459,P1457,BUT Cinéma — Alternance / Excellence,BUT Cinéma — Alternance / Excellence,,"{""apprenticeship"": 1, ""track"": ""excellence""}",S11,BUT,Cinéma,Toulouse
P1114,P1113,Diplôme d'ingénieur Ressources Humaine,Diplôme d'ingénieur Ressources Humaines — Alternance / Campus,,"{""apprenticeship"": ""true"", ""school_id"": ""S30""}",S30,Diplôme d'ingénieur,Ressources Humaines,Rennes
P1873,P1872,BTS Commerce — Red Team,BTS Commerce — Red Team,,"{""track"": ""red team""}",S18,BTS,Commerce,Lyon
P1336,P1334,MBA Cinéma — Data,MBA Cinéma — Data,,"{""track"": ""data""}",S11,MBA,Cinéma,Toulouse
P1183,,CPGE Chimie,CPGE Chimie,,,S14,CPGE,Chimie,Strasbourg
P1227,,Diplôme d'ingénieur Logistique,Diplôme d'ingénieur Logistique,,,S34,Diplôme d'ingénieur,Logistique,Paris
P1636,,CPGE Chimie,CPGE Chimie,,,S30,CPGE,Chimie,Rennes
P1290,P1289,MSc Informatique — IT,MSc Informatique — IT,,"{""language"": ""IT"", ""school_id"": ""S13""}",S13,MSc,Informatique,Paris
P1655,P1652,MBA Sciences Politiques — IT / Alterna,MBA Sciences Politiques — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": ""oui""}",S31,MBA,Sciences Politiques,Nantes
P1731,,MSc Data Science,MSc Data Science,,,S13,MSc,Data Science,Paris
P1041,P1038,Licence Pro Management Hôtelier — Alte,Licence Pro Management Hôtelier — Alternance / Data,,"{""apprenticeship"": ""true"", ""track"": ""data""}",S11,Licence Pro,Management Hôtelier,Toulouse
P1696,P1693,MSc Cinéma — anglais / Alternance,MSc Cinéma — anglais / Alternance,,"{""language"": ""anglais"", ""apprenticeship"": 1}",S19,MSc,Cinéma,Lille
P1127,,Master Psychologie,Master Psychologie,,,S17,Master,Psychologie,Lyon
P1284,P1283,Licence Pro Finance — Alternance / Cam,Licence Pro Finance — Alternance / Campus,,"{""apprenticeship"": ""true"", ""school_id"": ""S22""}",S22,Licence Pro,Finance,Strasbourg
P1839,P1837,BUT Tourisme — Excellence,BUT Tourisme — Excellence,,"{""track"": ""excellence""}",S17,BUT,Tourisme,Lyon
P1581,P1579,Bachelor Génie Civil — Alternance / In,Bachelor Génie Civil — Alternance / International,,"{""apprenticeship"": ""oui"", ""track"": ""international"", ""school_id"": ""S27""}",S27,Bachelor,Génie Civil,Grenoble
P1667,,Master Biologie,Master Biologie,,,S18,Master,Biologie,Lyon
P1303,,MSc Sciences Politiques,MSc Sciences Politiques,,,S20,MSc,Sciences Politiques,Strasbourg
P1878,,BUT Cinéma,BUT Cinéma,,,S18,BUT,Cinéma,Lyon
P1172,,CPGE Management Hôtelier,CPGE Management Hôtelier,,,S26,CPGE,Management Hôtelier,Lille
P1313,,Master Biologie,MASTER BIOLOGIE,,,S24,Master,Biologie,Strasbourg
P1441,P1437,Licence Génie Civil — IT,Licence Génie Civil — IT,,"{""language"": ""IT""}",S20,Licence,Génie Civil,Strasbourg
P1040,P1038,Licence Pro Management Hôtelier — IT /,Licence Pro Management Hôtelier — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": ""true"", ""school_id"": ""S10""}",S10,Licence Pro,Management Hôtelier,Paris
P1012,P1011,MBA Logistique — es,MBA Logistique — es,,"{""language"": ""es""}",S24,MBA,Logistique,Strasbourg
P1638,,BUT Commerce,BUT Commerce,,,S20,BUT,Commerce,Strasbourg
P1482,P1480,Licence Architecture — anglais,Licence Architecture — anglais,,"{""language"": ""anglais"", ""school_id"": ""S28""}",S28,Licence,Architecture,Toulouse
P1803,,DN MADE Droit,DN MADE Droit,,,S32,DN MADE,Droit,Toulouse
P1256,P1253,BUT Économie - English,BUT Économie — English ,,"{""language"": ""English"", ""school_id"": ""S13""}",S13,BUT,Économie,Paris
P1186,,Master Logistique,Master Logistique,,,S23,Master,Logistique,Lille
P1314,P1313,Master Biologie - IT / Cyber,MASTER BIOLOGIE — IT / CYBER,,"{""language"": ""IT"", ""track"": ""cyber""}",S24,Master,Biologie,Strasbourg
P1399,P1395,Master Communication — EN,Master Communication — EN,,"{""language"": ""EN""}",S19,Master,Communication,Lille
P1584,P1583,MSc Informatique — es,MSc Informatique — es,,"{""language"": ""es""}",S34,MSc,Informatique,Paris
P1559,P1557,MSc Communication — Alternance / Excel,MSc Communication — Alternance / Excellence,,"{""apprenticeship"": true, ""track"": ""excellence"", ""school_id"": ""S11""}",S11,MSc,Communication,Toulouse
P1738,P1737,MBA Langues — English,MBA Langues — English,,"{""language"": ""English""}",S11,MBA,Langues,Toulouse
P1262,P1258,BTS Logistique — IT / Alternance,BTS Logistique — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": 1, ""school_id"": ""S12""}",S12,BTS,Logistique,Lille
P1231,P1229,BUT Communication - en,BUT COMMUNICATION — EN,,"{""language"": ""en"", ""school_id"": ""S11""}",S11,BUT,Communication,Toulouse
P1011,,MBA Logistique,MBA Logistique ,,,S24,MBA,Logistique,Strasbourg
P1562,,BTS Psychologie,BTS Psychologie,,,S12,BTS,Psychologie,Lille
P1190,,Master Finance,Master Finance,,,S29,Master,Finance,Bordeaux
P1877,P1875,DN MADE Génie Civil — en,DN MADE Génie Civil — en,,"{""language"": ""en""}",S21,DN MADE,Génie Civil,Lyon
P1093,P1089,BUT Économie - EN,BUT Économie — EN ,,"{""language"": ""EN"", ""school_id"": ""S17""}",S17,BUT,Économie,Lyon
P1860,,MSc Sciences Politiques,MSc Sciences Politiques,,,S27,MSc,Sciences Politiques,Grenoble
P1880,P1878,BUT Cinema - es,BUT Cinéma — es ,,"{""language"": ""es""}",S18,BUT,Cinéma,Lyon
P1263,,DN MADE Ressources Humaines,DN MADE Ressources Humaines,,,S26,DN MADE,Ressources Humaines,Lille
P1531,,CPGE Design,CPGE Design,,,S28,CPGE,Design,Toulouse
P1373,P1372,Diplôme d'ingénieur Logistique — Reche,Diplôme d'ingénieur Logistique — Recherche,,"{""track"": ""recherche"", ""school_id"": ""S19""}",S19,Diplôme d'ingénieur,Logistique,Lille
P1664,P1662,DN MADE Management Hôtelier — Alternan,DN MADE Management Hôtelier — Alternance,,"{""apprenticeship"": 1}",S35,DN MADE,Management Hôtelier,Paris
P1145,,BUT Droit,BUT Droit,,,S15,BUT,Droit,Paris
P1883,,MSc Cinéma,MSc Cinéma,MSc Cinéma — programme complet (ancien libellé),,S27,MSc,Cinéma,Grenoble
P1195,,MSc Cinéma,MSc Cinéma,,,S26,MSc,Cinéma,Lille
P1165,,MBA Communication,MBA Communication ,,,S35,MBA,Communication,Paris
P1233,,MBA Génie Civil,MBA Génie Civil,,,S31,MBA,Génie Civil,Nantes
P1017,P1015,Diplôme d'ingénieur Économie — English,Diplôme d'ingénieur Économie — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": 1}",S29,Diplôme d'ingénieur,Économie,Bordeaux
P1050,P1049,MSc Finance — Campus,MSc Finance — Campus,,"{""school_id"": ""S29""}",S29,MSc,Finance,Bordeaux
P1410,P1409,Bachelor Commerce — EN,Bachelor Commerce — EN,,"{""language"": ""EN""}",S25,Bachelor,Commerce,Rennes
P1377,,Master Droit,Master Droit,,,S19,Master,Droit,Lille
P1507,P1505,Licence Pro Data Science — IT,Licence Pro Data Science — IT,,"{""language"": ""IT""}",S21,Licence Pro,Data Science,Lyon
P1855,P1853,DN MADE Management Hôtelier — EN / Alt,DN MADE Management Hôtelier — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": true, ""school_id"": ""S10""}",S10,DN MADE,Management Hôtelier,Paris
P1516,P1514,DN MADE Droit — en,DN MADE Droit — en,,"{""language"": ""en""}",S21,DN MADE,Droit,Lyon
P1167,P1166,Master Biologie — es,Master Biologie — es,,"{""language"": ""es""}",S36,Master,Biologie,Paris
P1529,,Diplôme d'ingénieur Design,Diplôme d'ingénieur Design,,,S32,Diplôme d'ingénieur,Design,Toulouse
P1557,,MSc Communication,MSc Communication,,,S14,MSc,Communication,Strasbourg
P1071,P1070,CPGE Génie Civil — English / Alternanc,CPGE Génie Civil — English / Alternance / Red Team,,"{""language"": ""English"", ""apprenticeship"": 1, ""track"": ""red team""}",S19,CPGE,Génie Civil,Lille
P1098,,MBA Chimie,MBA Chimie,MBA Chimie — programme complet (ancien libellé),,S32,MBA,Chimie,Toulouse
P1766,P1763,Diplôme d'ingénieur Ressources Humaine,Diplôme d'ingénieur Ressources Humaines — es,,"{""language"": ""es""}",S29,Diplôme d'ingénieur,Ressources Humaines,Bordeaux
P1791,,DN MADE Ressources Humaines,DN MADE Ressources Humaines,,,S17,DN MADE,Ressources Humaines,Lyon
P1362,P1361,Licence Pro Sciences Politiques — Alte,Licence Pro Sciences Politiques — Alternance,,"{""apprenticeship"": 1}",S25,Licence Pro,Sciences Politiques,Rennes
P1216,,BTS Sciences Politiques,BTS Sciences Politiques,,,S18,BTS,Sciences Politiques,Lyon
P1724,,DN MADE Tourisme,DN MADE Tourisme,,,S25,DN MADE,Tourisme,Rennes
P1451,P1450,Licence Pro Tourisme — en / Double-Dip,Licence Pro Tourisme — en / Double-Diplôme,,"{""language"": ""en"", ""track"": ""double-diplôme""}",S23,Licence Pro,Tourisme,Lille
P1187,P1186,Master Logistique — Alternance / Campu,Master Logistique — Alternance / Campus,,"{""apprenticeship"": ""true"", ""school_id"": ""S22""}",S22,Master,Logistique,Strasbourg
P1385,P1382,BTS Économie — Cyber,BTS Économie — Cyber,,"{""track"": ""cyber"", ""school_id"": ""S11""}",S11,BTS,Économie,Toulouse
P1795,,BUT Data Science,BUT Data Science,,,S34,BUT,Data Science,Paris
P1376,P1372,Diplôme d'ingénieur Logistique — EN,Diplôme d'ingénieur Logistique — EN,,"{""language"": ""EN""}",S35,Diplôme d'ingénieur,Logistique,Paris
P1356,P1353,MBA Design — en,MBA Design — en,,"{""language"": ""en""}",S18,MBA,Design,Lyon
P1282,P1281,Bachelor Économie — EN,Bachelor Économie — EN,,"{""language"": ""EN""}",S21,Bachelor,Économie,Lyon
P1510,,Licence Biologie,Licence Biologie,,,S13,Licence,Biologie,Paris
P1608,P1606,DN MADE Finance — Cyber,DN MADE Finance — Cyber,,"{""track"": ""cyber""}",S30,DN MADE,Finance,Rennes
P1739,P1737,MBA Langues - English,MBA Langues — English ,,"{""language"": ""English""}",S11,MBA,Langues,Toulouse
P1295,P1294,Licence Pro Ressources Humaines — en /,Licence Pro Ressources Humaines — en / Alternance,,"{""language"": ""en"", ""apprenticeship"": ""true""}",S26,Licence Pro,Ressources Humaines,Lille
P1065,,MSc Sciences Politiques,MSc Sciences Politiques,,,S23,MSc,Sciences Politiques,Lille
P1034,P1031,MSc Commerce — IT,MSc Commerce — IT,,"{""language"": ""IT""}",S26,MSc,Commerce,Lille
P1526,,Licence Pro Data Science,Licence Pro Data Science,,,S20,Licence Pro,Data Science,Strasbourg
P1648,P1647,CPGE Tourisme — anglais,CPGE Tourisme — anglais,,"{""language"": ""anglais""}",S18,CPGE,Tourisme,Lyon
P1773,P1771,Diplôme d'ingénieur Économie — en / Al,Diplôme d'ingénieur Économie — en / Alternance,,"{""language"": ""en"", ""apprenticeship"": ""oui""}",S31,Diplôme d'ingénieur,Économie,Nantes
P1261,P1258,BTS Logistique — en,BTS Logistique — en,,"{""language"": ""en""}",S25,BTS,Logistique,Rennes
P1400,,MSc Économie,MSc Économie,,,S32,MSc,Économie,Toulouse
P1596,P1595,DN MADE Droit - English / Alternance,DN MADE Droit — English / Alternance ,,"{""language"": ""English"", ""apprenticeship"": 1, ""school_id"": ""S19""}",S19,DN MADE,Droit,Lille
P1239,P1237,Licence Pro Ressources Humaines — angl,Licence Pro Ressources Humaines — anglais / Excellence,,"{""language"": ""anglais"", ""track"": ""excellence""}",S29,Licence Pro,Ressources Humaines,Bordeaux
P1668,,Licence Design,Licence Design,,,S19,Licence,Design,Lille
P1324,P1323,CPGE Marketing — EN,CPGE Marketing — EN,,"{""language"": ""EN""}",S29,CPGE,Marketing,Bordeaux
P1391,P1390,MSc Data Science — Alternance,MSc Data Science — Alternance,,"{""apprenticeship"": 1}",S33,MSc,Data Science,Lille
P1433,P1432,MSc Biologie - Alternance,MSC BIOLOGIE — ALTERNANCE,,"{""apprenticeship"": ""true""}",S10,MSc,Biologie,Paris
P1500,P1499,Bachelor Communication — anglais,Bachelor Communication — anglais,,"{""language"": ""anglais""}",S30,Bachelor,Communication,Rennes
P1623,P1619,Licence Pro Architecture — Alternance ,Licence Pro Architecture — Alternance / Excellence,,"{""apprenticeship"": 1, ""track"": ""excellence""}",S10,Licence Pro,Architecture,Paris
P1180,,Bachelor Communication,Bachelor Communication,Bachelor Communication — programme complet (ancien libellé),,S35,Bachelor,Communication,Paris
P1219,,BUT Commerce,BUT Commerce,,,S25,BUT,Commerce,Rennes
P1328,P1327,BTS Logistique — EN / International,BTS Logistique — EN / International,,"{""language"": ""EN"", ""track"": ""international"", ""school_id"": ""S27""}",S27,BTS,Logistique,Grenoble
P1068,P1067,MBA Informatique — EN,MBA Informatique — EN,,"{""language"": ""EN""}",S15,MBA,Informatique,Paris
P1619,,Licence Pro Architecture,Licence Pro Architecture,,,S10,Licence Pro,Architecture,Paris
P1293,P1289,MSc Informatique — en / Excellence,MSc Informatique — en / Excellence,,"{""language"": ""en"", ""track"": ""excellence""}",S23,MSc,Informatique,Lille
P1759,,DN MADE Management Hôtelier,DN MADE Management Hôtelier,,,S34,DN MADE,Management Hôtelier,Paris
P1849,P1848,BTS Ressources Humaines — en,BTS Ressources Humaines — en,,"{""language"": ""en""}",S13,BTS,Ressources Humaines,Paris
P1699,P1698,DN MADE Chimie — Campus,DN MADE Chimie — Campus,,"{""school_id"": ""S11""}",S11,DN MADE,Chimie,Toulouse
P1874,P1872,BTS Commerce — en,BTS Commerce — en,,"{""language"": ""en""}",S18,BTS,Commerce,Lyon
P1005,,Diplôme d'ingénieur Génie Civil,Diplôme d'ingénieur Génie Civil,,,S15,Diplôme d'ingénieur,Génie Civil,Paris
P1254,P1253,BUT Économie — en,BUT Économie — en,,"{""language"": ""en""}",S13,BUT,Économie,Paris
P1177,P1174,CPGE Psychologie — en / Alternance,CPGE Psychologie — en / Alternance,,"{""language"": ""en"", ""apprenticeship"": 1}",S20,CPGE,Psychologie,Strasbourg
P1642,,MBA Sciences Politiques,MBA Sciences Politiques,,,S33,MBA,Sciences Politiques,Lille
P1681,P1679,Diplôme d'ingénieur Marketing — anglai,Diplôme d'ingénieur Marketing — anglais,,"{""language"": ""anglais""}",S18,Diplôme d'ingénieur,Marketing,Lyon
P1249,,MSc Commerce,MSc Commerce,,,S22,MSc,Commerce,Strasbourg
P1275,P1271,MBA Biologie — English,MBA Biologie — English,,"{""language"": ""English""}",S18,MBA,Biologie,Lyon
P204,P200,Bachelor Info — Toulouse,Bachelor Informatique — Campus Toulouse,,"{""school_id"":""S99""}",S99,Bachelor,Informatique,Toulouse
P1508,P1505,Licence Pro Data Science — Campus,Licence Pro Data Science — Campus,,"{""school_id"": ""S29""}",S29,Licence Pro,Data Science,Bordeaux
P1120,P1119,Master Langues — Cyber,Master Langues — Cyber,,"{""track"": ""cyber""}",S17,Master,Langues,Lyon
P1075,P1072,Master Génie Civil — es / Alternance,Master Génie Civil — es / Alternance,,"{""language"": ""es"", ""apprenticeship"": true, ""school_id"": ""S35""}",S35,Master,Génie Civil,Paris
P1487,P1485,MBA Tourisme — English,MBA Tourisme — English,,"{""language"": ""English""}",S25,MBA,Tourisme,Rennes
P1813,P1809,MSc Marketing — Alternance,MSc Marketing — Alternance,,"{""apprenticeship"": 1}",S23,MSc,Marketing,Lille
P1018,P1015,Diplôme d'ingénieur Économie — EN,Diplôme d'ingénieur Économie — EN,,"{""language"": ""EN""}",S29,Diplôme d'ingénieur,Économie,Bordeaux
P1641,P1638,BUT Commerce — IT / Alternance,BUT Commerce — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": true}",S20,BUT,Commerce,Strasbourg
P1043,,Licence Droit,Licence Droit,,,S28,Licence,Droit,Toulouse
P1164,P1160,DN MADE Finance — Campus,DN MADE Finance — Campus,,"{""school_id"": ""S35""}",S35,DN MADE,Finance,Paris
P1475,P1472,MSc Génie Mécanique — Alternance / Rec,MSc Génie Mécanique — Alternance / Recherche,,"{""apprenticeship"": ""true"", ""track"": ""recherche""}",S10,MSc,Génie Mécanique,Paris
P1365,P1364,DN MADE Architecture - Campus,DN MADE Architecture — Campus ,,"{""school_id"": ""S30""}",S30,DN MADE,Architecture,Rennes
P1257,P1253,BUT Économie — EN / Alternance,BUT Économie — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": ""oui""}",S13,BUT,Économie,Paris
P1478,P1476,BUT Génie Civil — es,BUT Génie Civil — es,,"{""language"": ""es""}",S18,BUT,Génie Civil,Lyon
P1179,,CPGE Data Science,CPGE Data Science,,,S32,CPGE,Data Science,Toulouse
P1162,P1160,DN MADE Finance — English / Alternance,DN MADE Finance — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": 1}",S32,DN MADE,Finance,Toulouse
P1150,,Bachelor Tourisme,Bachelor Tourisme ,,,S36,Bachelor,Tourisme,Paris
P1194,P1193,Master Langues - anglais / Alternance ,MASTER LANGUES — ANGLAIS / ALTERNANCE / EXCELLENCE,,"{""language"": ""anglais"", ""apprenticeship"": ""true"", ""track"": ""excellence""}",S11,Master,Langues,Toulouse
P1352,P1349,Licence Data Science — en,Licence Data Science — en,,"{""language"": ""en""}",S25,Licence,Data Science,Rennes
P1422,,MSc Finance,MSc Finance,,,S19,MSc,Finance,Lille
P1394,P1393,BUT Génie Mécanique — International,BUT Génie Mécanique — International,,"{""track"": ""international"", ""school_id"": ""S34""}",S34,BUT,Génie Mécanique,Paris
P1534,P1531,CPGE Design — en,CPGE Design — en,,"{""language"": ""en"", ""school_id"": ""S24""}",S24,CPGE,Design,Strasbourg
P1515,P1514,DN MADE Droit — IT,DN MADE Droit — IT,,"{""language"": ""IT""}",S21,DN MADE,Droit,Lyon
P1722,P1720,CPGE Marketing — IT,CPGE Marketing — IT,,"{""language"": ""IT""}",S29,CPGE,Marketing,Bordeaux
P1471,P1469,MSc Génie Civil — Alternance / Campus,MSc Génie Civil — Alternance / Campus,,"{""apprenticeship"": true, ""school_id"": ""S29""}",S29,MSc,Génie Civil,Bordeaux
P1627,P1626,Licence Tourisme — English / Alternanc,Licence Tourisme — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": ""oui""}",S28,Licence,Tourisme,Toulouse
P1342,,Licence Pro Biologie,Licence Pro Biologie,,,S30,Licence Pro,Biologie,Rennes
P1625,P1624,MBA Logistique — anglais,MBA Logistique — anglais,,"{""language"": ""anglais""}",S25,MBA,Logistique,Rennes
P1755,P1754,MSc Génie Civil — Excellence,MSc Génie Civil — Excellence,,"{""track"": ""excellence""}",S36,MSc,Génie Civil,Paris
P1674,P1672,MBA Design — anglais / Cyber,MBA Design — anglais / Cyber,,"{""language"": ""anglais"", ""track"": ""cyber""}",S34,MBA,Design,Paris
P1474,P1472,MSc Génie Mécanique — Alternance / Rec,MSc Génie Mécanique — Alternance / Recherche,,"{""apprenticeship"": ""true"", ""track"": ""recherche""}",S10,MSc,Génie Mécanique,Paris
P1242,,DN MADE Ressources Humaines,DN MADE Ressources Humaines,,,S12,DN MADE,Ressources Humaines,Lille
P1081,P1077,MBA Commerce — en / Alternance,MBA Commerce — en / Alternance,,"{""language"": ""en"", ""apprenticeship"": ""oui""}",S31,MBA,Commerce,Nantes
P1526,,Licence Pro Data Science,Licence Pro Data Science,,,S20,Licence Pro,Data Science,Strasbourg
P1749,P1748,BUT Génie Mécanique — en,BUT Génie Mécanique — en,,"{""language"": ""en""}",S23,BUT,Génie Mécanique,Lille
P1520,P1518,Master Data Science — en,Master Data Science — en,,"{""language"": ""en"", ""school_id"": ""S23""}",S23,Master,Data Science,Lille
P1736,,Diplôme d'ingénieur Design,Diplôme d'ingénieur Design,,,S25,Diplôme d'ingénieur,Design,Rennes
P1277,P1276,Diplôme d'ingénieur Économie — EN / Al,Diplôme d'ingénieur Économie — EN / Alternance / Excellence,,"{""language"": ""EN"", ""apprenticeship"": ""true"", ""track"": ""excellence"", ""school_id"": ""S19""}",S19,Diplôme d'ingénieur,Économie,Lille
P1530,P1529,Diplôme d'ingénieur Design — anglais,Diplôme d'ingénieur Design — anglais,,"{""language"": ""anglais""}",S32,Diplôme d'ingénieur,Design,Toulouse
P1136,P1134,BTS Droit — es / Excellence,BTS Droit — es / Excellence,,"{""language"": ""es"", ""track"": ""excellence"", ""school_id"": ""S34""}",S34,BTS,Droit,Paris
P1072,,Master Génie Civil,Master Génie Civil,,,S30,Master,Génie Civil,Rennes
P1688,P1687,Diplôme d'ingénieur Biologie — English,Diplôme d'ingénieur Biologie — English,,"{""language"": ""English""}",S16,Diplôme d'ingénieur,Biologie,Grenoble
P1889,,BUT Commerce,BUT Commerce,,,S31,BUT,Commerce,Nantes
P1368,P1364,DN MADE Architecture — EN,DN MADE Architecture — EN,,"{""language"": ""EN""}",S18,DN MADE,Architecture,Lyon
P1863,,Licence Pro Génie Mécanique,Licence Pro Génie Mécanique,,,S35,Licence Pro,Génie Mécanique,Paris
P1871,,Diplôme d'ingénieur Droit,Diplôme d'ingénieur Droit,,,S21,Diplôme d'ingénieur,Droit,Lyon
P1025,,Licence Pro Design,Licence Pro Design,,,S14,Licence Pro,Design,Strasbourg
P1366,P1364,DN MADE Architecture — EN,DN MADE Architecture — EN,,"{""language"": ""EN""}",S18,DN MADE,Architecture,Lyon
P1550,,BTS Économie,BTS Économie,,,S29,BTS,Économie,Bordeaux
P1411,P1409,Bachelor Commerce — IT,Bachelor Commerce — IT,,"{""language"": ""IT""}",S25,Bachelor,Commerce,Rennes
P1745,P1744,CPGE Communication - EN,CPGE COMMUNICATION — EN,,"{""language"": ""EN""}",S17,CPGE,Communication,Lyon
P1504,P1501,Licence Pro Économie — English / Red T,Licence Pro Économie — English / Red Team,,"{""language"": ""English"", ""track"": ""red team""}",S24,Licence Pro,Économie,Strasbourg
P1233,,MBA Génie Civil,MBA Génie Civil,,,S31,MBA,Génie Civil,Nantes
P1501,,Licence Pro Économie,Licence Pro Économie,,,S24,Licence Pro,Économie,Strasbourg
P1088,P1084,BUT Biologie - English,BUT Biologie — English ,,"{""language"": ""English""}",S26,BUT,Biologie,Lille
P1747,,CPGE Communication,CPGE Communication,,,S13,CPGE,Communication,Paris
P1646,P1642,MBA Sciences Politiques - Cyber,MBA Sciences Politiques — Cyber ,,"{""track"": ""cyber""}",S33,MBA,Sciences Politiques,Lille
P1436,P1434,Licence Génie Mécanique — anglais,Licence Génie Mécanique — anglais,,"{""language"": ""anglais""}",S17,Licence,Génie Mécanique,Lyon
P100,,MBA Mgmt Hôtelier,MBA Management Hôtelier,"MBA en Management Hôtelier International (ancien libellé, ne plus utiliser)",,S10,MBA,Hôtellerie,Bordeaux
P1594,P1592,BTS Management Hôtelier — Cyber,BTS Management Hôtelier — Cyber,,"{""track"": ""cyber""}",S15,BTS,Management Hôtelier,Paris
P1451,P1450,Licence Pro Tourisme — en / Double-Dip,Licence Pro Tourisme — en / Double-Diplôme,,"{""language"": ""en"", ""track"": ""double-diplôme""}",S23,Licence Pro,Tourisme,Lille
P1556,P1555,Licence Génie Mécanique — Alternance /,Licence Génie Mécanique — Alternance / Campus,,"{""apprenticeship"": ""true"", ""school_id"": ""S10""}",S10,Licence,Génie Mécanique,Paris
P1425,P1422,MSc Finance — IT / Excellence,MSc Finance — IT / Excellence,,"{""language"": ""IT"", ""track"": ""excellence""}",S19,MSc,Finance,Lille
P1512,,CPGE Logistique,CPGE Logistique,,,S27,CPGE,Logistique,Grenoble
P1456,P1455,CPGE Droit — IT,CPGE Droit — IT,,"{""language"": ""IT""}",S30,CPGE,Droit,Rennes
P1868,,Bachelor Data Science,BACHELOR DATA SCIENCE,,,S30,Bachelor,Data Science,Rennes
P1426,P1422,MSc Finance — IT,MSc Finance — IT,,"{""language"": ""IT""}",S19,MSc,Finance,Lille
P1857,,BTS Économie,BTS Économie,,,S30,BTS,Économie,Rennes
P1657,P1656,BTS Droit — English / Alternance,BTS Droit — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": 1}",S23,BTS,Droit,Lille
P1131,P1129,CPGE Psychologie — en / Red Team,CPGE Psychologie — en / Red Team,,"{""language"": ""en"", ""track"": ""red team""}",S33,CPGE,Psychologie,Lille
P1494,,CPGE Tourisme,CPGE Tourisme,,,S28,CPGE,Tourisme,Toulouse
P1342,,Licence Pro Biologie,Licence Pro Biologie,,,S30,Licence Pro,Biologie,Rennes
P1438,P1437,Licence Génie Civil — Double-Diplôme,Licence Génie Civil — Double-Diplôme,,"{""track"": ""double-diplôme""}",S20,Licence,Génie Civil,Strasbourg
P1725,,Licence Pro Commerce,Licence Pro Commerce,,,S33,Licence Pro,Commerce,Lille
P1364,,DN MADE Architecture,DN MADE Architecture,,,S18,DN MADE,Architecture,Lyon
P1007,,BTS Sciences Politiques,BTS Sciences Politiques,,,S33,BTS,Sciences Politiques,Lille
P1336,P1334,MBA Cinéma — Data,MBA Cinéma — Data,,"{""track"": ""data""}",S11,MBA,Cinéma,Toulouse
P1520,P1518,Master Data Science — en,Master Data Science — en,,"{""language"": ""en"", ""school_id"": ""S23""}",S23,Master,Data Science,Lille
P1128,P1127,Master Psychologie — English,Master Psychologie — English,,"{""language"": ""English"", ""school_id"": ""S16""}",S16,Master,Psychologie,Grenoble
P1119,,Master Langues,Master Langues,,,S17,Master,Langues,Lyon
P1286,P1283,Licence Pro Finance — anglais / Altern,Licence Pro Finance — anglais / Alternance,,"{""language"": ""anglais"", ""apprenticeship"": ""true""}",S19,Licence Pro,Finance,Lille
P1861,P1860,MSc Sciences Politiques — Campus,MSc Sciences Politiques — Campus,,"{""school_id"": ""S31""}",S31,MSc,Sciences Politiques,Nantes
P1418,P1417,BUT Droit — Excellence,BUT Droit — Excellence,,"{""track"": ""excellence"", ""school_id"": ""S29""}",S29,BUT,Droit,Bordeaux
P1343,P1342,Licence Pro Biologie - English,Licence Pro Biologie — English ,,"{""language"": ""English""}",S30,Licence Pro,Biologie,Rennes
P1687,,Diplôme d'ingénieur Biologie,Diplôme d'ingénieur Biologie,,,S16,Diplôme d'ingénieur,Biologie,Grenoble
P1666,P1662,DN MADE Management Hôtelier — English ,DN MADE Management Hôtelier — English / Recherche,,"{""language"": ""English"", ""track"": ""recherche"", ""school_id"": ""S36""}",S36,DN MADE,Management Hôtelier,Paris
P1183,,CPGE Chimie,CPGE Chimie,,,S14,CPGE,Chimie,Strasbourg
